1348527323130310657,#BURMUN,2021-01-11 07:09,ManUtd,"Up next: #BURMUN 👊

#MUFC #PL https://t.co/uKMWEIhhq1"
1347991557740392448,#BURMUN,2021-01-09 19:40,OfficialFPL,"Man Utd still haven't kept an away clean sheet in the #PL this term 👀

𝘛𝘩𝘦 𝘚𝘤𝘰𝘶𝘵 is backing Ashley Barnes to delive… https://t.co/s5OW09CDEt"
1348980954006740999,#StayAtHome,2021-01-12 13:11,picardonhealth,"Doug Ford, take note: #StayAtHome  messaging means nothing for workers without paid sick days, by @GraphicMatt… https://t.co/7zuzfjTGL0"
1348628247127404545,#StayAtHome,2021-01-11 13:50,NASUWT,Teachers should not be expected to attend their school or college to undertake remote teaching. This undermines the… https://t.co/lLypP46Asf
1348798833376030720,#StayAtHome,2021-01-12 01:07,Dr_PhilippaW,Please - wherever you live in the UK #StayatHome 🏠 https://t.co/kt5si1XtTQ
1348797915603607555,#StayAtHome,2021-01-12 01:04,Dr_PhilippaW,And if everyone with any reason to be grateful to #NHS staff would just stick to #COVID19 rules and #StayAtHome 🏠 y… https://t.co/ZSw7pRBz2a
1348592515801354240,#StayAtHome,2021-01-11 11:28,wmasrobmoore,"We get a lot asked of us in the #NHS.

We're only asking for one thing in return:

#StayAtHome."
1348891019102871552,#StayAtHome,2021-01-12 07:14,adilray,"Up to 1 in 3 people who have the virus don’t show any symptoms, so can pass on the virus without knowing. Please… https://t.co/wdFzqmnWEP"
1348678290169495553,#StayAtHome,2021-01-11 17:08,slack2thefuture,COVID is not the flu. A new study published in the Lancet reveals that THREE OUT OF FOUR PEOPLE who get sick still… https://t.co/6vCTRS17nF
1348684447638556672,#StayAtHome,2021-01-11 17:33,brionymaybakes,Very excited to announce that I will be doing a kids bake along each week of #lockdown3 with Nora &amp; a very special… https://t.co/aZt1AQWRNe
1348666788695973896,#StayAtHome,2021-01-11 16:23,hantsconnect,Never has it been more crucial to follow the #StayAtHome  guidance. Now more than ever we must work together to… https://t.co/85CiOxoQsl
1348622188459524097,#StayAtHome,2021-01-11 13:26,DorsetCCG,"""The most important action we can all take is to stay at home."" Dr. Forbes Watson states the need for everyone in… https://t.co/rdvNbL2sF8"
1349049541287415816,#StayAtHome,2021-01-12 17:44,SkyNews,"""The rules are clear and the rules are firm""

Priti Patel admits ""exercise is important"" but stresses the… https://t.co/7bLRxz7rvo"
1349031488638087171,#StayAtHome,2021-01-12 16:32,Dr_PhilippaW,PLEASE - #StayatHome 🏡 https://t.co/e9GShgPMfV
1348986285256531968,#StayAtHome,2021-01-12 13:32,picardonhealth,"As Canada battles rising #COVID19 cases, lack of paid sick leave fuels transmission, by @amp6… https://t.co/OSeCry8I2P"
1349016137254756365,#StayAtHome,2021-01-12 15:31,transcotland,"Yellow warning issued by @metoffice for snow and ice for Scotland from tomorrow morning and through Thursday.

If y… https://t.co/YffiLqLZFN"
1348995616182050818,#StayAtHome,2021-01-12 14:09,DefenceES,"Fun and creativity are essential to help get us through these difficult times.

We hope that our colouring-in templ… https://t.co/lEfBkS6u1s"
1348536395837665280,#StayAtHome,2021-01-11 07:45,on_lothianbuses,"We're currently operating a Saturday Service for essential journeys only at this time.

Find out more here ➡️… https://t.co/q2UA0HHGHK"
1347847150798069763,#StayAtHome,2021-01-09 10:06,10DowningStreet,"This weekend.

For our NHS.

Please, stay at home.

#StayAtHome https://t.co/zN9bbKk2sw"
1347619201008152582,#StayAtHome,2021-01-08 19:00,metpoliceuk,"#London has declared a major incident in its fight against Covid-19. 

There can be no doubt about the serious situ… https://t.co/ir20spxSqT"
1347226755808030725,#StayAtHome,2021-01-07 17:01,drjanaway,"Why we need to #StayAtHome in one video, debunking the #COVID19 deniers. These are winter admissions over the last… https://t.co/HESuVzfEGS"
1346934323312791552,#StayAtHome,2021-01-06 21:39,AamerAnwar,We call on @policescotland &amp; @CC_Livingstone to stop this dangerous radical hate preacher entering Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿… https://t.co/1JSNxQ19M4
1347538953650528256,#StayAtHome,2021-01-08 13:41,Dr_PhilippaW,"Please, Please, Please folks - #StayAtHome! 🏠 

@Major incident declared in London as hospitals face ‘critical’ thr… https://t.co/pASit8gPQn"
1348329026503507969,#StayAtHome,2021-01-10 18:01,scotgov,"Know the 2/2 outdoors rule ⬇

A maximum of 2 people from up to 2 households can meet outdoors locally for exercise… https://t.co/DrrNxciWXp"
1348275146730180615,#StayAtHome,2021-01-10 14:26,picardonhealth,"""It's just a huge smack in the face"" -- Canadians call out leaders for breaking their own #Covid19 rules, led by 9-… https://t.co/38mBll6IdC"
1347875772778864641,#StayAtHome,2021-01-09 12:00,10DowningStreet,"The new variant of Covid-19 is spreading much faster.

Stay Home. Protect the NHS. Save Lives.… https://t.co/dvGhhUt6Tv"
1346532161067868160,#StayAtHome,2021-01-05 19:00,scotgov,"New #coronavirus restrictions now apply in Scotland.

We are asking everybody to #StayAtHome as much as possible, a… https://t.co/9nFFflX4SX"
1347878457582227457,#StayAtHome,2021-01-09 12:10,nlcpeople,"Key workers -  every effort must be made to #stayathome. 

Updated S/Govt guidance - parents &amp; carers should consid… https://t.co/G2arRF7WK1"
1346762481071493121,#StayAtHome,2021-01-06 10:16,SECAmbulance,The pressure on our service remains very high. Please help control the spread of #Covid19 by staying at home and on… https://t.co/BoHAn6NsOZ
1347997400183549958,#StayAtHome,2021-01-09 20:03,wmasrobmoore,"Just heading out?

🚫🛑 STOP! 🛑🚫

Is it for one of the reasons below? 

Shopping for stuff you NEED.
Exercise local t… https://t.co/YlFr3qn69f"
1346734756331974657,#StayAtHome,2021-01-06 08:26,WHOAFRO,"Physical distancing is one of the most effective methods to limit the spread of #COVID19.

#StayAtHome

When possib… https://t.co/SwKSzYrmtL"
1346909763481837570,#StayAtHome,2021-01-06 20:01,scotgov,"You can still meet with your extended household during lockdown.

Extended households only apply to: 

🔹 People who… https://t.co/edMHsZc8Zf"
1346482056939806720,#StayAtHome,2021-01-05 15:41,wmasrobmoore,"If you want to show appreciation and respect to your #NHS, the best way you can do that now is to stick to the rule… https://t.co/g8m37I4wzm"
1349022173432848391,#motherandbabyhomes,2021-01-12 15:55,ingridmileyRTE,It still stuns me that the men who impregnated women in #motherandbabyhomes - often through rape of underage girls… https://t.co/xgz0L7Rq1W
1349029316034764802,#motherandbabyhomes,2021-01-12 16:23,sineadgleeson,"9,000 dead babies. Giving birth alone without pain relief. Violence. The #motherandbabyhomes report invokes pure re… https://t.co/IXwSSPct4k"
1349072253024137216,#motherandbabyhomes,2021-01-12 19:14,planetjedward,"The State and Catholic Church are firmly to blame for the horrendous abuse suffered by our women and children 
A st… https://t.co/13elIgmjdI"
1349113160935026690,#motherandbabyhomes,2021-01-12 21:56,MaryLouMcDonald,"The state failed women, girls, mothers and children. Successive Governments regulated and funded institutions that… https://t.co/1Sxg7f4aZK"
1349068909618585604,#motherandbabyhomes,2021-01-12 19:01,olivercallan,"Taxpayers paid 87% of redress for institutional child abuse, thanks to indemnity gifted by Fianna Fáil to Catholic… https://t.co/emOE6RiTcI"
1349029289040162816,#motherandbabyhomes,2021-01-12 16:23,Aidan_Regan,"Portugal had Salazar.

Spain had Franco. 

Ireland had it's Catholic-Monarchic State.

The victims were not the upp… https://t.co/9pQN7l2mE1"
1349074485144596484,#motherandbabyhomes,2021-01-12 19:23,bridsmithTD,"1980s: We are living way beyond our means 
2008 Crash: we all partied
2020 Covid reopening: personal behaviour
2021… https://t.co/l5iS7NmpYa"
1349029584520556544,#motherandbabyhomes,2021-01-12 16:24,Colmogorman,"The State deferred to unaccountable and powerful interests, and failed to protect its people. It is ultimately resp… https://t.co/vbKyI9nF7i"
1349012121540046850,#motherandbabyhomes,2021-01-12 15:15,DublinRCC,This is already a very difficult time for many survivors of sexual violence; the #MotherandBabyHomes Report publica… https://t.co/q0duhZJd8T
1349050301815394307,#motherandbabyhomes,2021-01-12 17:47,Colmogorman,"This is telling isn't it? ""By the 1970s, mother and baby homes were conscious that a growing number of women were t… https://t.co/1jBsq2dt2a"
1349039029984047104,#motherandbabyhomes,2021-01-12 17:02,nbrez,To suggest state and church are not firmly to blame for the abhorrent treatment of our women and children is beyond… https://t.co/LG3GbYMPYf
1349044847479562242,#motherandbabyhomes,2021-01-12 17:25,olivercallan,Catherine Corless on @drivetimerte says survivors’ are “totally deflated” by #MotherandBabyHomes report and Govt’s… https://t.co/aCtuAF4PfZ
1349062993557016576,#motherandbabyhomes,2021-01-12 18:37,aliceeire,"executive summary is disappointing reading -excuses, equivocations &amp; strange repeated use of “no evidence” phrase w… https://t.co/QWJB3fXAzg"
1349081682922655753,#motherandbabyhomes,2021-01-12 19:51,planetjedward,Women suffered and babies died while the rapists and men responsible were never jailed or held accountable! #motherandbabyhomes
1349030534618472450,#motherandbabyhomes,2021-01-12 16:28,bridsmithTD,Five years in making &amp; Reading thru #motherandbabyhomes report the opening statement is shocking in attempting to s… https://t.co/icDRF8KKBW
1348760434430640128,#motherandbabyhomes,2021-01-11 22:35,EoinBearla,"Thanks to @Lost900Bessboro who helped me with this long-read. But especially Ann, who I hope gets answers tomorrow.… https://t.co/3jArVoyShL"
1348926923636953088,#motherandbabyhomes,2021-01-12 09:36,SarahJayBee,My thoughts are with everyone affected by the publication of the #motherandbabyhomes report today. I stand with you
1348999423628603392,#motherandbabyhomes,2021-01-12 14:25,Donal_OKeeffe,"You'll hear a lot that the #MotherAndBabyHomes were ""in the context of the times"", as a lady on #Liveline is saying… https://t.co/ayxBGbAKm7"
1348921969484443650,#motherandbabyhomes,2021-01-12 09:17,NorahCasey,"Today is about telling the truth, owning up to the wrongs of the past and redress - legislation must be introduced… https://t.co/Kdkdz3ZQGv"
1348921340137517056,#motherandbabyhomes,2021-01-12 09:14,ivanabacik,"As we anticipate the publication today of the #motherandbabyhomes report, it’s vitally important that ‘Voices of Mo… https://t.co/YDOFuvAMTs"
1348979795544182791,#motherandbabyhomes,2021-01-12 13:07,ivanabacik,On ⁦@rtenews⁩ ⁦@RTENewsAtOne⁩ just now I emphasised the need for voices of survivors to be heard &amp; survivors’ needs… https://t.co/Olq7B8ryee
1348988753973567491,#motherandbabyhomes,2021-01-12 13:42,ivanabacik,"On @RTENewsAtOne just now, I emphasised that voices of survivors and families must be paramount in the Government r… https://t.co/qX6Gkt5rLu"
1349002952430800896,#motherandbabyhomes,2021-01-12 14:39,labourwomen,"Well said, @ivanabacik.  It is so important that the Government listens to the survivors and families.… https://t.co/vInFEkHFlS"
1348933766648111104,#motherandbabyhomes,2021-01-12 10:04,EoinBearla,Children's Minister 'shares concerns' about the potential existence of children's remains at Bessborough in #Cork… https://t.co/q5PHt53Jl4
1348988887218200578,#motherandbabyhomes,2021-01-12 13:43,Donal_OKeeffe,Bridget contacted me in the weeks after @NameBridget broke the #TuamBabies story. Bridget’s baby William died due t… https://t.co/9LIwhG3n3H
1349010548571201536,#motherandbabyhomes,2021-01-12 15:09,Mark_Coughlan,The conclusion in the executive summary regarding death rates in Ireland's #motherandbabyhomes report. https://t.co/eQXsbKIe9i
1348377690705948673,#motherandbabyhomes,2021-01-10 21:14,Kathleensf1,Have written to @rodericogorman this evening asking him if he has referred leaking of #MotherandBabyHomes report to… https://t.co/g47vS4z8MP
1349009585403797505,#motherandbabyhomes,2021-01-12 15:05,PaschalSheehy,"“My son died at six weeks. My son was a beautiful, blonde-haired boy; perfect. I believe he died as a result of the… https://t.co/1CtJ5iVpEk"
1349009754643984386,#motherandbabyhomes,2021-01-12 15:06,sandra_hurley,Commission on #motherandbabyhomes recommends three groups be eligible for redress scheme https://t.co/kglRRr3nbK
1348283069283921920,#motherandbabyhomes,2021-01-10 14:58,MaryLouMcDonald,Leaking from the Mother and Baby Homes Commissions of Investigation Report is shameful. A very bad start to what wi… https://t.co/yKjKKufHOz
1349172597406060546,#ZoeysPlaylist,2021-01-13 01:53,ZoeysPlaylist,The moment some of you have been waiting a lifetime for with the perfect @kellyclarkson song to match! 🥰… https://t.co/Q0PvaeBBdy
1349076599476543490,#ZoeysPlaylist,2021-01-12 19:31,TVLine,"Matt's Inside Line: Get Scoop on #WandaVision, #Lucifer, #ZoeysPlaylist, #NCISLA, #TheRookie, #911LoneStar,… https://t.co/u1S4J8fINH"
1349174516988092417,#ZoeysPlaylist,2021-01-13 02:00,SkylarAstin,Thanks for watching #ZoeysPlaylist! Here's a photo of @jcolburnlevy and me discussing what we ate for breakfast tha… https://t.co/0B3XcOkhdi
1349174331754958850,#ZoeysPlaylist,2021-01-13 02:00,SkylarAstin,RT if you think this should be Zoey's permanent new look! #ZoeysPlaylist https://t.co/rCkhtwPWot
1349171860244582401,#ZoeysPlaylist,2021-01-13 01:50,thealexnewell,Standing O for @SkylarAstin for this entire act! #ZoeysPlaylist https://t.co/bnQFehtRs8
1349172846313025536,#ZoeysPlaylist,2021-01-13 01:54,ZoeysWriters,This. Act. Is. Everything. 👏👏👏 @jcolburnlevy @SkylarAstin @nopenother @Samlaybourne #ZoeysPlaylist #amomentlikethis https://t.co/RnpMizmtN5
1349174275652026369,#ZoeysPlaylist,2021-01-13 01:59,thealexnewell,I mean..... @jcolburnlevy #ZoeysPlaylist https://t.co/NjxzkfB8ao
1348994399125057542,#ZoeysPlaylist,2021-01-12 14:05,EW,##ZoeysPlaylist star @jcolburnlevy teases how her character's love triangle choice may not work out as well as she… https://t.co/P2URLC2IVA
